Train_Loss_adv,Train_Loss_clsf,Train_Loss_total,Val_Loss_Adv,Val_loss_Class,val_loss_total,Train_Acc,Val_Acc
45.81827191567311,0.09057857981704082,-4.491248806506854,46.06822591418964,0.08440769293505142,-460.5978572582253,1.0,1.0
45.53115823376645,0.09029439859829093,-4.462821441031332,46.05225394585711,0.08526831692944754,-460.4372686266415,1.0,1.0
45.181040674748104,0.09043911206560348,-4.427665028264266,46.05170440673828,0.08456723441090987,-460.43246923965324,1.0,1.0
44.75717146946948,0.09036489054485056,-4.385352257682497,46.05191659465865,0.08481394619335803,-460.4343601861597,1.0,1.0
44.30081695766269,0.09054699430162069,-4.339534846581207,46.02153564772307,0.08491378998173947,-460.13044750679296,1.0,1.0
43.7734424819452,0.09043144406600315,-4.28691290022478,45.74842879372465,0.08452214333198237,-457.39976541005257,1.0,1.0
43.15781205287258,0.09034575884151995,-4.2254355937328585,45.19494384756097,0.08466655958956791,-451.8647690462463,1.0,1.0
42.45938715801875,0.09059705894872815,-4.155341761442177,44.39762012697256,0.08512595222167882,-443.89109013819746,1.0,1.0
41.69222027590511,0.09023776548943617,-4.078984358301208,43.561604020151165,0.0848073421503803,-435.53124784671473,1.0,1.0
40.90435422260563,0.09043527490028071,-4.000000248263511,42.8943060935381,0.08440185026790513,-428.858660156936,1.0,1.0
40.051695118184185,0.09049779354034808,-3.9146717636695594,42.2115665487003,0.08446534411575211,-422.03120875410684,1.0,1.0
39.118218553623635,0.090563404014919,-3.8212585167270308,41.55435705765537,0.084780435349712,-415.4587863680351,1.0,1.0
38.141933418234025,0.09056684254946283,-3.7236265370535184,40.90640354781757,0.08408929714412568,-408.9799527809317,1.0,1.0
37.19395151064608,0.09044004695673345,-3.628955112204471,40.22069384848517,0.08439773806381554,-402.1225311822382,1.0,1.0
36.31443517379874,0.09058478167486288,-3.5408587873926507,39.38503284793774,0.08472051042534208,-393.76561635827557,1.0,1.0
35.4363726868338,0.09065791411335077,-3.4529793307518997,38.385599655022745,0.08442070461923615,-383.7715777856575,1.0,1.0
34.55886299657967,0.09046894259621151,-3.365417360096307,37.05075981004365,0.08414457413439747,-370.4234541012576,1.0,1.0
33.60456784273439,0.0904086122052162,-3.2700482677886713,35.159518727502935,0.08477593146094746,-351.51039661380076,1.0,1.0
32.33920891109446,0.090438875748843,-3.1434819917937147,32.46259191622036,0.08524005524430318,-324.54068287573415,1.0,1.0
30.698799627743433,0.09018488473455703,-2.979695204484008,29.273547006107442,0.08491512344725013,-292.65055838116547,1.0,1.0
